25.270777,48.871986,96.183914,16.438684,176.50597,12.26181,32.77261,147.21585,33.16441,29.362038,153.99709,27.778881,30.219732,149.17769,26.097113,2
24.257288,44.95826,104.3524,30.369553,142.46608,24.014864,36.05977,123.10207,29.505955,25.923944,145.08542,22.856564,16.040218,152.12811,21.730621,2
25.789948,46.23972,95.02687,37.499275,130.59103,29.533443,38.2893,120.7415,32.882565,28.871267,141.70871,27.345686,22.75503,148.35255,25.859291,2
26.507032,53.292126,96.69477,35.41681,137.32056,33.09514,44.917347,117.76198,45.23816,40.861412,130.63142,37.49049,34.45893,135.33087,34.90074,2
26.202616,44.58191,97.67212,33.201603,139.03363,25.484465,42.52456,118.198456,36.965282,38.55933,126.189354,26.205229,30.372301,127.232994,23.49521,2
32.65207,21.788328,64.21534,37.195694,133.34206,42.395412,36.90999,121.30924,37.539593,35.513523,127.56622,37.958748,41.3673,134.92227,34.181057,2
33.653255,20.046923,61.79617,31.526857,96.172676,51.725258,24.027824,104.03278,30.15678,20.931858,122.305534,32.296932,35.567226,121.90382,30.509253,2
35.71443,12.163126,18.329998,19.709,77.217445,64.6995,12.326942,96.23756,31.231905,7.657784,121.30947,34.01082,18.656073,126.11855,31.645147,2
30.40038,13.208418,21.417673,14.560675,28.989382,58.70519,10.0762615,38.45524,65.975914,14.660361,85.2941,61.356415,20.044231,83.15567,68.5612,2
35.823395,56.469738,87.27977,40.813686,122.96984,41.16721,50.19587,114.43045,53.746235,44.56216,125.61363,44.654602,40.10434,125.0432,34.732937,2
31.50007,42.498188,87.55453,53.509148,112.26089,42.699345,54.128853,110.26819,52.197647,44.386818,130.77151,37.49338,38.7729,131.64877,33.313393,2
34.221058,52.80894,88.23818,48.837887,120.725975,54.897003,57.699028,109.18829,69.00733,51.22742,122.15465,52.94995,43.543274,123.096405,48.475643,2
34.203003,60.793816,80.38987,43.405163,126.872665,41.237812,49.512268,115.909,47.099586,40.21684,126.146385,35.653778,38.12006,124.42494,33.557186,2
33.804348,61.560024,90.13711,40.862164,128.4017,43.44703,49.872578,114.033,51.212112,40.361137,125.61545,37.20612,31.51191,128.4742,28.009186,2
39.123302,60.19105,89.01788,40.08637,126.40286,33.7195,45.46759,114.23965,36.295105,38.424103,121.904884,32.546146,30.108046,123.77991,23.050472,2
18.049168,26.573317,16.751616,52.1257,79.57173,37.79764,42.496933,97.846565,40.2489,41.388878,106.31146,35.519424,56.30575,95.07074,35.517708,2
35.255867,54.022335,90.5188,40.30246,148.3729,41.72444,34.849155,127.324455,43.28889,30.03315,133.76695,29.075172,10.197111,139.22682,22.347172,2
30.20934,46.647297,60.02499,53.379295,122.40162,34.87954,46.81754,121.458084,35.30667,39.098907,122.61786,35.23809,26.709047,113.65784,39.584743,2
23.967804,32.241245,36.247746,55.036545,99.50787,35.74171,50.284645,107.58331,30.590654,46.465378,106.77922,34.27022,39.93811,98.4681,35.557247,2
33.530815,44.35227,38.858265,46.9424,118.99189,37.92866,39.9107,118.365036,33.096592,36.946316,116.41838,36.459305,31.260649,98.23422,37.400608,2
37.916607,51.01428,38.736717,51.937874,127.80374,35.27981,40.191444,130.17348,27.497707,35.038994,121.273315,27.127602,31.3866,104.04656,27.776773,2
33.727985,39.12804,31.445423,56.717552,112.93211,34.575108,47.855236,105.4541,37.806217,53.248936,97.58068,52.4615,52.339825,72.821,50.57534,2
43.024345,41.429134,44.252544,60.180386,121.800865,44.487343,51.730373,123.73614,46.976883,52.136555,118.40682,49.095837,44.13522,96.58596,88.31179,2
34.95962,30.987532,29.752798,59.71701,118.66307,38.370377,56.17791,121.02677,39.00156,57.451824,118.57057,47.813477,52.469936,99.475204,62.979122,2
29.64085,25.77576,29.926079,64.353905,121.252495,40.5276,57.997795,121.57272,42.321487,56.392143,123.99835,46.88739,46.812435,115.37806,65.73224,2
31.337936,28.235514,46.646275,69.04306,108.494705,28.276066,67.49451,108.99338,32.067482,64.15653,110.87973,39.17562,47.33161,80.905106,58.083023,2
24.55628,25.690214,58.41091,74.02887,110.47959,30.607746,71.39083,108.8917,32.867416,67.54668,107.557846,40.61236,39.20896,103.38001,71.46886,2
36.788895,35.356525,52.342583,75.74397,98.491615,33.358624,78.990036,97.77838,38.122135,75.97233,96.72536,44.3125,63.94875,96.313545,30.789248,2
24.6212,11.481281,35.74149,77.20373,92.87023,37.54597,89.522606,87.60483,49.030052,88.40734,88.63072,48.011105,80.68581,86.7356,39.250256,2
26.578615,12.816966,48.07873,74.762794,111.180466,45.166637,85.25402,102.75632,55.719448,86.582794,105.4331,54.730225,82.99567,102.7046,52.335392,2
30.131775,24.116188,12.378854,77.28577,97.41868,50.68411,84.57782,91.48857,68.05015,93.52555,83.639595,72.992004,101.821495,71.86814,68.04757,2
36.85443,33.5021,60.888943,61.420986,98.481606,41.306744,50.682167,116.57124,36.052124,53.206112,123.59305,34.903755,39.158764,134.61465,32.7934,2
42.705463,16.76001,43.124443,86.729836,95.32731,46.444878,97.06294,86.42297,54.412254,92.77233,90.696144,55.0963,86.320786,85.18941,45.646095,2
36.579895,15.363808,45.954605,95.183174,89.58835,64.386894,102.96733,86.54761,66.89371,100.089554,88.86097,70.82771,91.97295,87.84854,61.521427,2
35.554386,7.3207245,29.422464,87.14746,93.83061,56.967182,97.78442,84.115456,70.87329,98.96453,84.51099,70.16642,95.713936,79.73054,64.01413,2
29.232985,14.454606,45.880295,87.59764,95.32082,52.202965,93.36722,89.52192,60.740585,94.900246,84.92164,67.0728,92.4022,77.52233,57.00268,2
47.536705,14.058686,41.112164,91.12804,91.16547,55.123394,91.28033,92.43647,50.190815,91.4996,87.88592,48.55079,88.48374,83.51144,45.38187,2
36.25929,23.68591,67.103424,87.64528,98.18873,62.85,94.204025,94.89635,73.14167,97.3872,92.81461,75.93212,102.17316,83.353226,76.025246,2
33.731045,39.62052,37.1533,84.70564,95.61497,60.95327,92.24147,93.38269,73.34477,99.16258,88.39968,78.41561,105.518654,79.209274,78.67686,2
22.731163,28.568497,10.720723,62.44473,47.24532,11.605919,73.74128,67.79187,34.610546,79.18424,70.574875,35.686657,84.048676,59.848927,34.811245,2
14.988954,23.188349,9.263089,46.516,28.145592,6.7522573,65.437675,46.014935,10.859041,78.05856,61.558624,21.091549,87.14852,48.80883,19.708166,2
28.886707,55.786743,72.72925,86.68218,80.01711,40.11376,87.77811,81.80899,60.32306,93.22357,76.49547,81.749695,95.16111,69.90222,82.03129,2
28.824028,57.21242,56.388004,99.08726,75.27299,38.843437,95.51233,85.11886,44.745335,100.99925,80.09446,63.42928,101.86324,76.21906,80.06117,2
23.683792,53.200935,52.283035,93.2792,82.40671,45.398075,89.78766,92.8263,50.523407,95.33585,87.51166,58.038242,96.94816,82.53055,83.35886,2
7.9224787,17.539381,6.296048,58.12203,97.0011,39.906097,72.03284,101.19607,39.821896,84.580925,87.86574,41.504803,95.80559,66.98935,52.895737,2
29.4275,38.051632,63.270355,96.79496,79.90053,37.524143,96.10353,84.88793,53.577934,99.12967,81.32413,66.20632,100.90658,77.43847,74.59989,2
18.3325,35.366734,34.949543,78.245804,88.19692,44.405266,82.701965,86.01691,56.529697,88.0862,78.513954,56.57508,86.961266,73.33907,65.92984,2
23.10365,35.79359,26.87723,79.55278,88.789566,41.08655,84.477776,85.16205,59.003338,88.51112,77.67198,58.086834,84.6744,79.077286,61.48318,2
33.62537,46.43472,56.688904,87.990875,84.19723,40.64296,96.0761,80.6613,57.328644,102.11655,74.8487,67.14624,103.255646,71.15693,69.41886,2
22.394281,51.286037,68.04413,81.44987,86.15076,33.16815,79.38295,87.10358,54.16467,91.541756,77.87992,66.052025,97.67465,69.35944,69.27864,2
8.655036,17.353064,25.387606,76.59704,98.4507,36.246647,75.806404,102.14965,42.556416,86.67764,95.73337,55.12496,92.994385,86.34684,86.848885,2
36.196754,21.078403,7.3899045,44.93149,3.4561443,1.3939646,50.70186,9.199074,9.651966,48.429348,15.921067,10.644836,50.148857,21.567108,14.245462,2
13.481181,31.722145,28.61117,85.63157,79.37825,47.046906,82.63165,91.847786,40.48814,87.749855,83.65001,57.035328,84.05414,78.17491,77.67989,2
13.760246,9.105368,13.6502495,75.01193,92.86356,76.06984,78.21481,109.21428,49.088696,86.347046,105.55432,40.30608,85.915764,101.40269,85.88463,2
7.3231406,33.331787,29.427074,83.89681,76.60233,42.099785,90.57266,86.35698,38.036907,92.4046,91.70483,43.77644,83.91742,85.19063,89.60114,2
14.272497,11.367673,35.687347,65.683105,66.672386,89.66773,70.34624,105.53084,38.952847,77.63253,105.91642,38.22657,54.817368,94.08025,60.941742,2
